BASLIK,MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani
2017 Nissan Qashqai 1.6 dCi 130 BG X-Tronic Sky Pack (4x2),Nissan,Qashqai,Qashqai,Sky Pack,SUV / PICK-UP,SUV,C,2017,Japonya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,183 km/s,320 nm,130 BG,11.1 saniye,1461 kg,1806 mm,4377 mm,1590 mm,1569 lt,401 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,60 %,215/60 R17,215 mm,,,,,,,,,,Onden Cekisli,,,X-Tronic (Degisken Oranli),Otomatik,Var,,Var,Var,,Var,Euro 5,119 g/km,4.6 lt,,4.2 lt,5.3 lt,55 lt,Var,6 adet,5 yildiz
2017 Nissan Qashqai 1.6 dCi 130 BG X-Tronic Tekna (4x2),Nissan,Qashqai,Qashqai,Tekna,SUV / PICK-UP,SUV,C,2017,Japonya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,183 km/s,320 nm,130 BG,11.1 saniye,1461 kg,1806 mm,4377 mm,1590 mm,1569 lt,401 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,60 %,215/60 R17,215 mm,,,,,,,,,,Onden Cekisli,,,X-Tronic (Degisken Oranli),Otomatik,Var,,Var,Var,,Var,Euro 5,119 g/km,4.6 lt,,4.2 lt,5.3 lt,55 lt,Yok,6 adet,5 yildiz
2017 Nissan Qashqai 1.6 dCi 130 BG X-Tronic Visia (4x2),Nissan,Qashqai,Qashqai,Visia,SUV / PICK-UP,SUV,C,2017,Japonya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,183 km/s,320 nm,130 BG,11.1 saniye,1461 kg,1806 mm,4377 mm,1590 mm,1569 lt,401 lt,5.0,Elektronik Park Freni,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok,16 inc,Kapakli Sac,65 %,215/65 R16,215 mm,,,,,,,,,,Onden Cekisli,,,X-Tronic (Degisken Oranli),Otomatik,Var,,Var,Var,,Var,Euro 5,119 g/km,4.6 lt,,4.2 lt,5.3 lt,55 lt,Yok,6 adet,5 yildiz
2025 Opel Grandland Elektrik 210 HP GS (4x2),Opel,Grandland,Grandland Elektrik,GS,SUV / PICK-UP,SUV,C,2025,Almanya > (Fransa/Italya/Amerika Ortak),BEV (Elektrikli),13487,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,170 km/s,,210 BG,9.0 saniye,2120 kg,1934 mm,4650 mm,2103 mm,1645 lt,550 lt,,,,,,,,,,,,,,,,,,,345 nm,,82.0 kW/sa,,585 km,,157 kW,17.7 kWsa/100km,DC (150 kW) (%80) 29dk.,Onden Cekisli,,,,Otomatik,,,,,,,,,,,,,,,,4 yildiz
2017 Opel Grandland X 1.2 130 HP Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,11.1 saniye,1350 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,124 g/km,5.4 lt,,4.9 lt,6.4 lt,53 lt,Yok,6 adet,5 yildiz
2017 Opel Grandland X 1.2 130 HP Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,11.1 saniye,1350 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,124 g/km,5.4 lt,,4.9 lt,6.4 lt,53 lt,Var,6 adet,5 yildiz
2017 Opel Grandland X 1.2 130 HP Otomatik Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,10.9 saniye,1370 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,127 g/km,5.5 lt,,4.9 lt,6.4 lt,53 lt,Yok,6 adet,5 yildiz
2017 Opel Grandland X 1.2 130 HP Otomatik Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,10.9 saniye,1370 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,127 g/km,5.5 lt,,4.9 lt,6.4 lt,53 lt,Var,6 adet,5 yildiz
2017 Opel Grandland X 1.6 Dizel 120 HP Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1392 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,111 g/km,4.3 lt,,3.9 lt,4.9 lt,53 lt,Yok,6 adet,5 yildiz
2017 Opel Grandland X 1.6 Dizel 120 HP Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1392 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,111 g/km,4.3 lt,,3.9 lt,4.9 lt,53 lt,Var,6 adet,5 yildiz
2017 Opel Grandland X 1.6 Dizel 120 HP Otomatik Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1430 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,118 g/km,4.6 lt,,4.2 lt,5.1 lt,53 lt,Yok,6 adet,5 yildiz
2017 Opel Grandland X 1.6 Dizel 120 HP Otomatik Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2017,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1430 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,118 g/km,4.6 lt,,4.2 lt,5.1 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.2 130 HP Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,11.1 saniye,1350 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,124 g/km,5.4 lt,,4.9 lt,6.4 lt,53 lt,Yok,6 adet,5 yildiz
2018 Opel Grandland X 1.2 130 HP Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,11.1 saniye,1350 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,124 g/km,5.4 lt,,4.9 lt,6.4 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.2 130 HP Otomatik Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,10.9 saniye,1370 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,127 g/km,5.5 lt,,4.9 lt,6.4 lt,53 lt,Yok,6 adet,5 yildiz
2018 Opel Grandland X 1.2 130 HP Otomatik Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,10.9 saniye,1370 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,127 g/km,5.5 lt,,4.9 lt,6.4 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.2 130 HP Otomatik Ultimate (4x2),Opel,Grandland X,Grandland X,Ultimate,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Direkt Enjeksiyon,188 km/s,230 nm,130 BG,10.9 saniye,1370 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,19 inc,Alasimli,50 %,235/50 R19,235 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,127 g/km,5.5 lt,,4.9 lt,6.4 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.6 Dizel 120 HP Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1392 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,111 g/km,4.3 lt,,3.9 lt,4.9 lt,53 lt,Yok,6 adet,5 yildiz
2018 Opel Grandland X 1.6 Dizel 120 HP Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1392 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,111 g/km,4.3 lt,,3.9 lt,4.9 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.6 Dizel 120 HP Otomatik Enjoy (4x2),Opel,Grandland X,Grandland X,Enjoy,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1430 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,118 g/km,4.6 lt,,4.2 lt,5.1 lt,53 lt,Yok,6 adet,5 yildiz
2018 Opel Grandland X 1.6 Dizel 120 HP Otomatik Excellence (4x2),Opel,Grandland X,Grandland X,Excellence,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1430 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,18 inc,Alasimli,55 %,225/55 R18,225 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,118 g/km,4.6 lt,,4.2 lt,5.1 lt,53 lt,Var,6 adet,5 yildiz
2018 Opel Grandland X 1.6 Dizel 120 HP Otomatik Ultimate (4x2),Opel,Grandland X,Grandland X,Ultimate,SUV / PICK-UP,SUV,C,2018,Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.8 saniye,1430 kg,1856 mm,4477 mm,1609 mm,1652 lt,514 lt,5.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var,19 inc,Alasimli,50 %,235/50 R19,235 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,118 g/km,4.6 lt,,4.2 lt,5.1 lt,53 lt,Var,6 adet,5 yildiz
2017 Peugeot 3008 1.2 PureTech 130 HP Access (4x2),Peugeot,3008,3008,Access,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.8 saniye,1250 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Yok,,Var,Yok,Manuel Klima,Kumas,5.0,,,Halojen,Var,17 inc,Kapakli Sac,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,117 g/km,5.1 lt,,4.5 lt,6.0 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.2 PureTech 130 HP Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.8 saniye,1250 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,117 g/km,5.1 lt,,4.5 lt,6.0 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.2 PureTech 130 HP EAT6 Access (4x2),Peugeot,3008,3008,Access,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Yok,,Var,Yok,Manuel Klima,Kumas,5.0,,,Halojen,Var,17 inc,Kapakli Sac,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.2 PureTech 130 HP EAT6 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.2 PureTech 130 HP EAT6 Allure (4x2),Peugeot,3008,3008,Allure,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,Halojen,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Var,6 adet,5 yildiz
2017 Peugeot 3008 1.6 BlueHDi 120 HP Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.2 saniye,1300 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,104 g/km,4.0 lt,,3.5 lt,4.7 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Yok,6 adet,5 yildiz
2017 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 Allure (4x2),Peugeot,3008,3008,Allure,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,Halojen,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Var,6 adet,5 yildiz
2017 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,LED,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Var,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Var,6 adet,5 yildiz
