MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),CAMLAR & AYNALAR - Acilir Tavan,CAMLAR & AYNALAR - Arka Yan Cam Ayarlari,CAMLAR & AYNALAR - Ic Dikiz Aynasi,CAMLAR & AYNALAR - On Yan Cam Ayarlari,CAMLAR & AYNALAR - Panoramik Cam Tavan,CAMLAR & AYNALAR - Yan Dikiz Aynalari,DIREKSIYON OZELLIKLERI - Direksiyon Ozellikleri,DIREKSIYON OZELLIKLERI - Direksiyon Sistemi,DIS GOVDE - Dis Govde Ozellikleri,DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - ABS Fren Sistemi,FRENLER & SUSPANSIYON - Arka Suspansiyonlar,FRENLER & SUSPANSIYON - Ayarlanir Suspansiyon,FRENLER & SUSPANSIYON - Fren Destek Sistemleri,FRENLER & SUSPANSIYON - On Suspansiyonlar,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Gostergeler & Bildirimler,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,ISITMA & SOGUTMA - Torpido Ozellikleri,KOLTUKLAR & IC DOSEME - Kol Dayama,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Isitma - Sogutma,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,Başlık,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,MUZIK & EGLENCE - Harici Giris - Cikis,NAVIGASYON & BLUETOOTH - Bluetooth Telefon,NAVIGASYON & BLUETOOTH - Navigasyon,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Ozellikleri,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Ozellikleri,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,SURUS DESTEK SISTEMLERI - Yorgunluk Tespit Sistemi,TEMEL OZELLIKLER - Engelli Bireyler Icin OTV Muafiyeti,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Carpisma Testi (NCAP/ANCAP),YOLCU EMNIYETI - Hava Yastigi,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - Hava Yastigi Cesitleri,YOLCU EMNIYETI - NCAP/ANCAP Puani,YOLCU EMNIYETI - NCAP/ANCAP Yili
Alfa Romeo,Giulietta,Giulietta,Progression Plus,Binek,Hatchback,C,2015,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,185 km/s,320 nm,105 BG,11.3 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Standart,Elektrikli,Yok,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,Yok,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),Aluminyum Dirsekli | Bagimsiz MacPherson Suspansiyon | Piston Kolunda Denge Cubugu Yuvasi,Mekanik Park Freni,Yok,Dis Ortam Sicaklik Gostergesi,Var,Yok,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2015 Alfa Romeo Giulietta 1.6 JTD 105 HP Progression Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,,,Var,,,,104 g/km,4.0 lt,,3.4 lt,5.0 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,QV,Binek,Hatchback,C,2015,Italya,Icten Yanmali (Standart),6848,Benzin,Turbo,4,1742 cc,Cok Noktadan Enjeksiyon,242 km/s,340 nm,240 BG,6.0 saniye,1299 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Standart,Elektrikli,Yok,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari | Yan Eteklikler | Yesil Quadrifoglio Verde Logosu,5,Var,,Yok,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),Aluminyum Dirsekli | Bagimsiz MacPherson Suspansiyon | Piston Kolunda Denge Cubugu Yuvasi,Mekanik Park Freni,Yok,Dis Ortam Sicaklik Gostergesi,Var,Var,Yok,Otomatik Klima,,Var,Kumas & Deri,,5,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2015 Alfa Romeo Giulietta 1.8 TB 240 HP Otomatik QV,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,,,Var,,,,162 g/km,7.0 lt,,5.3 lt,9.8 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Progression Plus,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1368 cc,Cok Noktadan Enjeksiyon,195 km/s,215 nm,120 BG,9.4 saniye,1280 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Standart,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),,Mekanik Park Freni,Yok,Dis Ortam Sicaklik Gostergesi,Var,Yok,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Alfa Romeo Giulietta 1.4 TB 120 HP Progression Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,,148 g/km,6.4 lt,,5.3 lt,8.3 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Distinctive,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1368 cc,Cok Noktadan Enjeksiyon,218 km/s,250 nm,170 BG,7.6 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Standart,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),,Mekanik Park Freni,Yok,Dis Ortam Sicaklik Gostergesi,Var,Yok,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Alfa Romeo Giulietta 1.4 TB 170 HP MultiAir TCT Distinctive,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,Euro 6,119 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Distinctive,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,185 km/s,320 nm,105 BG,11.3 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),,Mekanik Park Freni,Var,Dis Ortam Sicaklik Gostergesi,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Alfa Romeo Giulietta 1.6 JTD 105 HP Distinctive,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,,104 g/km,4.0 lt,,3.4 lt,5.0 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Progression Plus,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,185 km/s,320 nm,105 BG,11.3 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,Yok,Elektrikli,Standart,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Opak Siyah Panelli Deri Direksiyon Simidi,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi) | CBC (Virajda Fren Kontrolu),,Mekanik Park Freni,Yok,Dis Ortam Sicaklik Gostergesi,Var,Yok,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Alfa Romeo Giulietta 1.6 JTD 105 HP Progression Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,,104 g/km,4.0 lt,,3.4 lt,5.0 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1368 cc,Cok Noktadan Enjeksiyon,218 km/s,250 nm,170 BG,7.7 saniye,1305 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Alfa Romeo Giulietta 1.4 TB MultiAir 170 HP TCT Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,114 g/km,4.9 lt,,4.1 lt,6.3 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Progression,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.0 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Var,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,45 %,225/45 R16,225 mm,2016 Alfa Romeo Giulietta 1.6 JTDM 120 HP Progression,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.0 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Alfa Romeo Giulietta 1.6 JTDM 120 HP Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Progression,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.2 saniye,1320 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Var,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,45 %,225/45 R16,225 mm,2016 Alfa Romeo Giulietta 1.6 JTDM 120 HP TCT Progression,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2016,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.2 saniye,1320 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Alfa Romeo Giulietta 1.6 JTDM 120 HP TCT Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2010
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2017,Italya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1368 cc,Cok Noktadan Enjeksiyon,218 km/s,250 nm,170 BG,7.7 saniye,1305 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2017 Alfa Romeo Giulietta 1.4 TB MultiAir 170 HP TCT Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,114 g/km,4.9 lt,,4.1 lt,6.3 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,3 yildiz,2017
Alfa Romeo,Giulietta,Giulietta,Progression,Binek,Hatchback,C,2017,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.0 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Var,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,45 %,225/45 R16,225 mm,2017 Alfa Romeo Giulietta 1.6 JTDM 120 HP Progression,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,3 yildiz,2017
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2017,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.0 saniye,1310 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2017 Alfa Romeo Giulietta 1.6 JTDM 120 HP Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,3 yildiz,2017
Alfa Romeo,Giulietta,Giulietta,Progression,Binek,Hatchback,C,2017,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.2 saniye,1320 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Arka Ruzgarlik (Spoyler),5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Var,Yok,Otomatik Klima,,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,45 %,225/45 R16,225 mm,2017 Alfa Romeo Giulietta 1.6 JTDM 120 HP TCT Progression,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Yok,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,3 yildiz,2017
Alfa Romeo,Giulietta,Giulietta,Super,Binek,Hatchback,C,2017,Italya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,195 km/s,320 nm,120 BG,10.2 saniye,1320 kg,1798 mm,4351 mm,1465 mm,1045 lt,350 lt,,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari,Elektrik Destekli,Aluminyum Kapi Esikleri | Arka Ruzgarlik (Spoyler) | Krom Pencere Citalari,5,Var,,,BA (Fren Yardimcisi),,Mekanik Park Freni,Var,Beyaz Isikli Quadro Matrix Gostergeler,Var,Var,Var,Otomatik Klima,Sogutmali,Var,Kumas,,5,Manuel,Manuel,Xenon,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2017 Alfa Romeo Giulietta 1.6 JTDM 120 HP TCT Super,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,TCT (Yari Otm.),Otomatik,VDC (Arac Dinamikleri Kontrol Sistemi),Var,Var,Var,Var,,Var,,,Euro 6,103 g/km,3.9 lt,,3.3 lt,4.9 lt,60 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,3 yildiz,2017
