BASLIK,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,AGIRLIK & OLCULER - Agirlik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,FRENLER & SUSPANSIYON - Park Freni Tipi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari
2020 Citroen Berlingo 1.5 BlueHDi 130 HP Shine,Dizel,,,,,,,,,1467 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.1,120 g/km,4.5 lt,,4.2 lt,5.1 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2021 Citroen Berlingo 1.5 BlueHDi 100 HP Feel Stil,Dizel,,,,,,,,,1481 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,116 g/km,4.3 lt,,4.1 lt,4.8 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2021 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Feel Stil,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2021 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine Bold,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2021 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2021 Citroen Berlingo 1.5 BlueHDi 130 HP Shine,Dizel,,,,,,,,,1467 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.1,120 g/km,4.5 lt,,4.2 lt,5.1 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2022 Citroen Berlingo 1.5 BlueHDi 100 HP Feel Stil,Dizel,,,,,,,,,1446 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6.2,114 g/km,4.1 lt,,3.9 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2022 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Feel Stil,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2022 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine Bold,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2022 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2022 Citroen Berlingo 1.5 BlueHDi 130 HP Shine,Dizel,,,,,,,,,1467 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,117 g/km,4.3 lt,,4.0 lt,4.7 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2023 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Feel Bold,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2023 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine Bold,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2023 Citroen Berlingo 1.5 BlueHDi 130 HP EAT8 Shine,Dizel,,,,,,,,,1461 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6.2,116 g/km,4.1 lt,,4.0 lt,4.4 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2023 Citroen Berlingo 1.5 BlueHDi 130 HP Feel Bold,Dizel,,,,,,,,,1467 kg,1414 lt,775 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,117 g/km,4.3 lt,,4.0 lt,4.7 lt,50 lt,,,4 yildiz,,,,,,,,,,,
2018 Citroen Berlingo Combi 1.6 BlueHDi 100 HP Selection,Dizel,,,,,,,,,1374 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Var,Var,,Var,Euro 6,113 g/km,4.3 lt,,3.9 lt,5.1 lt,53 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Citroen Berlingo Combi 1.6 BlueHDi 100 HP,Dizel,,,,,,,,,1374 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,113 g/km,4.3 lt,,3.9 lt,5.1 lt,53 lt,,2 adet,3 yildiz,Var,,,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Citroen Berlingo Combi 1.6 BlueHDi 120 HP Selection,Dizel,,,,,,,,,1398 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,,Var,Euro 6,113 g/km,4.3 lt,,3.9 lt,4.8 lt,53 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 115 HP Selection,Dizel,,,,,,,,,1453 kg,,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,144 g/km,5.5 lt,,5.1 lt,6.3 lt,60 lt,,2 adet,3 yildiz,Var,Yok,Yok,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 92 HP Selection,Dizel,,,,,,,,,1429 kg,,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,2 adet,3 yildiz,Var,Yok,Yok,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 92 HP SX,Dizel,,,,,,,,,1429 kg,,675 lt,5.0,65 %,205/65 R15,205 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,2 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 115 HP Selection,Dizel,,,,,,,,,1453 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,,Var,,Yok,,144 g/km,5.5 lt,,5.1 lt,6.3 lt,60 lt,Yok,2 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 92 HP Selection,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,,Var,,Yok,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,Yok,2 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Citroen Berlingo Combi 1.6 HDi 92 HP SX,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,65 %,205/65 R15,205 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,,Var,,Yok,Euro 5,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,2 adet,3 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2016 Citroen Berlingo Combi 1.6 HDi 115 HP Selection,Dizel,,,,,,,,,1453 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,144 g/km,5.5 lt,,5.1 lt,6.3 lt,60 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Citroen Berlingo Combi 1.6 HDi 92 HP Selection,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Citroen Berlingo Combi 1.6 HDi 92 HP SX,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,2 adet,3 yildiz,Var,,,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Citroen Berlingo Combi 1.6 HDi 115 HP Selection,Dizel,,,,,,,,,1453 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,144 g/km,5.5 lt,,5.1 lt,6.3 lt,60 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Citroen Berlingo Combi 1.6 HDi 92 HP Selection,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,4 adet,3 yildiz,Var,,,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Citroen Berlingo Combi 1.6 HDi 92 HP SX,Dizel,,,,,,,,,1429 kg,2650 lt,675 lt,5.0,55 %,215/55 R16,215 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,,139 g/km,5.3 lt,,4.8 lt,6.2 lt,60 lt,,2 adet,3 yildiz,Var,,,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Dacia Dokker Combi 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,1 adet,,,,Yok,,Yok,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2018 Dacia Dokker Combi 1.5 dCi 90 BG Stepway,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,2 adet,,,,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2019 Dacia Dokker Combi 1.5 Blue dCi 90 BG Ambiance,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,,,,,,,,,,,,,
2019 Dacia Dokker Combi 1.5 dCi 90 BG Stepway,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,,,,,,,,,,,,,
2019 Dacia Dokker Combi 1.5 Blue dCi 95 BG Ambiance,Dizel,,,,,,,,,1436 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,116 g/km,4.4 lt,,4.2 lt,4.7 lt,50 lt,,,,,,,,,,,,,,
2019 Dacia Dokker Combi 1.5 dCi 95 BG Stepway,Dizel,,,,,,,,,1436 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,116 g/km,4.4 lt,,4.2 lt,4.7 lt,50 lt,,,,,,,,,,,,,,
2020 Dacia Dokker Combi 1.5 Blue dCi 95 BG Ambiance,Dizel,,,,,,,,,1436 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,116 g/km,4.4 lt,,4.2 lt,4.7 lt,50 lt,,,,,,,,,,,,,,
2020 Dacia Dokker Combi 1.5 Blue dCi 95 BG Stepway,Dizel,,,,,,,,,1436 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,116 g/km,4.4 lt,,4.2 lt,4.7 lt,50 lt,,,,,,,,,,,,,,
2020 Dacia Dokker Combi 1.6 ECO-G 110 BG Ambiance,Benzin & LPG,,,,,,,,,1258 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,165 g/km,7.3 lt,,6.0 lt,9.8 lt,50 lt,,,,,,,,,,,,,,
2021 Dacia Dokker Combi 1.5 Blue dCi 95 BG Ambiance,Dizel,,,,,,,,,1436 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,116 g/km,4.4 lt,,4.2 lt,4.7 lt,50 lt,,,,,,,,,,,,,,
2021 Dacia Dokker Combi 1.6 ECO-G 110 BG Ambiance,Benzin & LPG,,,,,,,,,1258 kg,3000 lt,800 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,165 g/km,7.3 lt,,6.0 lt,9.8 lt,50 lt,,,,,,,,,,,,,,
2015 Dacia Dokker Combi 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,1 adet,,Yok,Yok,Yok,Yok,Yok,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2015 Dacia Dokker Combi 1.5 dCi 90 BG Stepway,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,2 adet,,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Dacia Dokker Combi 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,1 adet,,,,Yok,,Yok,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2016 Dacia Dokker Combi 1.5 dCi 90 BG Stepway,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,2 adet,,,,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Dacia Dokker Combi 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,1 adet,,,,Yok,,Yok,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2017 Dacia Dokker Combi 1.5 dCi 90 BG Stepway,Dizel,,,,,,,,,1333 kg,3000 lt,800 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,,,,,,,,118 g/km,4.5 lt,,4.1 lt,5.2 lt,50 lt,,2 adet,,,,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Dacia Logan MCV 1.0 Sce 75 BG Ambiance,Benzin,,,,,,,,,1055 kg,1680 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,123 g/km,5.5 lt,,4.8 lt,6.7 lt,50 lt,,2 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2017 Dacia Logan MCV 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1211 kg,1680 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,103 g/km,3.9 lt,,3.7 lt,4.4 lt,50 lt,,2 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Dacia Logan MCV 1.0 Sce 75 BG Ambiance,Benzin,,,,,,,,,1055 kg,1680 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,123 g/km,5.5 lt,,4.8 lt,6.7 lt,50 lt,,2 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2018 Dacia Logan MCV 1.5 dCi 90 BG Ambiance,Dizel,,,,,,,,,1211 kg,1680 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,103 g/km,3.9 lt,,3.7 lt,4.4 lt,50 lt,,2 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2019 Dacia Logan MCV 0.9 TCe ECO-G 90 BG Ambiance,Benzin & LPG,,,,,,,,,1144 kg,1680 lt,573 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,112 g/km,5.0 lt,,4.6 lt,5.8 lt,50 lt,,,3 yildiz,,,,,,,,,,,
2019 Dacia Logan MCV 1.5 Blue dCi 95 BG Ambiance,Dizel,,,,,,,,,1230 kg,1680 lt,573 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,103 g/km,3.9 lt,,,,50 lt,,,3 yildiz,,,,,,,,,,,
2020 Dacia Logan MCV 0.9 Turbo ECO-G 90 BG Ambiance,Benzin & LPG,,,,,,,,,1203 kg,1680 lt,573 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,131 g/km,5.8 lt,,4.9 lt,7.2 lt,50 lt,,,3 yildiz,,,,,,,,,,,
2020 Dacia Logan MCV 1.0 ECO-G 100 BG Ambiance,Benzin & LPG,,,,,,,,,1241 kg,1680 lt,573 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,108 g/km,4.8 lt,,,,50 lt,,,3 yildiz,,,,,,,,,,,
2020 Dacia Logan MCV 1.5 Blue dCi 95 BG Ambiance,Dizel,,,,,,,,,1230 kg,1680 lt,573 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,103 g/km,3.9 lt,,,,50 lt,,,3 yildiz,,,,,,,,,,,
2016 Dacia Logan MCV 1.2 75 BG Ambiance,Benzin,,,,,,,,,1091 kg,1518 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,140 g/km,6.0 lt,,5.0 lt,7.9 lt,50 lt,,1 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2016 Dacia Logan MCV 1.5 dCi 75 BG Ambiance,Dizel,,,,,,,,,1165 kg,1518 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,103 g/km,3.9 lt,,3.7 lt,4.4 lt,50 lt,,1 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2017 Dacia Logan MCV 1.5 dCi 75 BG Ambiance,Dizel,,,,,,,,,1165 kg,1518 lt,573 lt,5.0,65 %,185/65 R15,185 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,,,103 g/km,3.9 lt,,3.7 lt,4.4 lt,50 lt,,1 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2015 Fiat Doblo Combi 1.3 EcoJet 90 HP Premio Plus,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Var,Var,,Var,,118 g/km,4.5 lt,,4.0 lt,5.3 lt,60 lt,,4 adet,3 yildiz,Yok,Yok,Var,Yok,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Fiat Doblo Combi 1.3 EcoJet 90 HP Safeline,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Var,,,,,118 g/km,4.5 lt,,4.0 lt,5.3 lt,60 lt,,2 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Fiat Doblo Combi 1.3 MultiJet 90 HP Easy,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Yok,,,,,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,1 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2015 Fiat Doblo Combi 1.3 MultiJet 90 HP Premio Plus,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Var,,Var,,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,4 adet,3 yildiz,Yok,Yok,Var,Yok,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
