TEMEL BILGILER - Baslik,TEMEL BILGILER - Arac Turu,TEMEL BILGILER - Govde Tipi,TEMEL BILGILER - Segment,TEMEL BILGILER - Marka,TEMEL BILGILER - Seri,TEMEL BILGILER - Model,TEMEL BILGILER - Donanim Paketi,TEMEL BILGILER - Model Yili,TEMEL BILGILER - Uretim Ulkesi,MOTOR - Yakit Turu,MOTOR - Yakit Tipi,MOTOR - Motor Tipi,MOTOR (Fosil Yakit) - Besleme Tipi,MOTOR (Fosil Yakit) - Silindir Adedi,MOTOR (Fosil Yakit) - Silindir Hacmi,MOTOR (Fosil Yakit) - Yakit Puskurtme,MOTOR (Elektrik) - Motor Gucu,MOTOR (Elektrik) - Batarya Kapasitesi,MOTOR (Elektrik) - Batarya Tipi,SANZIMAN - Sanziman Turu,SANZIMAN - Sanziman Modeli,SANZIMAN - Vites Sayisi,PERFORMANS - PERFORMANS PUANI,PERFORMANS - Beygir Gucu,PERFORMANS - Azami Tork,PERFORMANS - Azami Hiz,PERFORMANS - 0-100 Km Hizlanma,CEKIS SISTEMI - Cekis Turu,CEKIS SISTEMI - Cekis Kontrol Sistemi,BOYUTLAR - KONFOR PUANI,BOYUTLAR - Ic Hacim,BOYUTLAR - Uzunluk,BOYUTLAR - Genislik,BOYUTLAR - Yukseklik,BOYUTLAR - Ağirlik,BOYUTLAR - Bagaj Hacmi (Standart),BOYUTLAR - Bagaj Hacmi (Genisletilmis),LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Taban Genisliği,DIS DONANIM - Kapi Sayisi,DIS DONANIM- Far Tipi,DIS DONANIM- Sis Farlari,IC DONANIM - Koltuk Sayisi,IC DONANIM - Doseme Tipi,IC DONANIM - Surucu Koltuğu Ayarlari,IC DONANIM - On Yolcu Koltuğu Ayarlari,IC DONANIM - Klima,SENSORLER - Far Sensoru,SENSORLER - Yağmur Sensoru,SENSORLER - Lastik Basinc Sensoru,SENSORLER - Park Sensoru & Yardimcisi,GUVENLIK - GUVEN PUANI,GUVENLIK - Hava Yastiği Adedi,GUVENLIK - NCAP/ANCAP Puani,EKONOMI - EKO PUANI,EKONOMI - Tahmini Bakim Masrafi,EKONOMI - Yillik MTV Tutari,EKONOMI - Ortalama Yakit Tuketimi (100 km),EKONOMI - Sehir Ici Tuketim (100 km),EKONOMI - Sehir Disi Tuketim (100 km),EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt),EKONOMI (Elektrik) - Menzil (WLTP - Birlesik),EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici),EKONOMI (Elektrik) - Sarj Suresi,EMISYON - Emisyon Standardi,EMISYON - Ortalama Emisyon
Nissan Qashqai 1.5 dCi 110 BG Platinum Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,110,260,182,11.9,Onden Cekisli,Var,74.0,68.0,4377,1806,1590,1365,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,89.0,93.0,3.661,4.03,4.20,3.60,55,,,,EURO 6,99
Nissan Qashqai 1.5 dCi 110 BG Black Edition Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,2015,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,110,260,182,11.9,Onden Cekisli,Yok,74.0,68.0,4377,1806,1590,1365,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,89.0,93.0,3.661,4.03,4.20,3.60,55,,,,EURO 5,99
Nissan Qashqai 1.5 dCi 110 BG Platinum,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum,2014,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,110,260,182,11.9,Onden Cekisli,Yok,74.0,68.0,4377,1806,1590,1365,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,89.0,93.0,3.661,4.03,4.20,3.60,55,,,,EURO 5,129
Nissan Qashqai 1.6 dCi 130 PS X-Tronic Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,70.0,130,320,183,11.1,Onden Cekisli,Var,71.0,68.0,4394,1806,1590,1492,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,73.0,63.0,3.661,5.01,5.30,4.40,55,,,,EURO 6,122
Nissan Qashqai 1.6 dCi 130 PS X-Tronic Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,70.0,130,320,183,11.1,Onden Cekisli,Var,71.0,68.0,4394,1806,1590,1492,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,73.0,63.0,3.661,5.01,5.30,4.40,55,,,,EURO 6,122
Nissan Qashqai 1.6 dCi 130 PS X-Tronic Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,70.0,130,320,183,11.1,Onden Cekisli,Var,71.0,68.0,4394,1806,1590,1492,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,87.0,6,5,73.0,63.0,3.661,5.01,5.30,4.40,55,,,,EURO 6,122
Nissan Qashqai 1.6 dCi 130 PS X-Tronic Design Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Design Pack,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,70.0,130,320,183,11.1,Onden Cekisli,Var,74.0,68.0,4394,1806,1590,1492,401,1569,215/55 R18,18,55%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,72.0,63.0,3.661,5.01,5.30,4.40,55,,,,EURO 6,122
Nissan Qashqai 1.6 dCi 130 PS X-Tronic Platinum P.Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,70.0,130,320,183,11.1,Onden Cekisli,Var,77.0,68.0,4394,1806,1590,1492,401,1569,225/45 R19,19,45%,225,5,LED,Var,5,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,71.0,63.0,3.661,5.01,5.30,4.40,55,,,,EURO 6,122
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Var,68.0,68.0,4377,1806,1590,1461,401,1569,215/65 R16,16,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,87.0,6,5,74.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 6,119
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Var,71.0,68.0,4377,1806,1590,1461,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,73.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 6,119
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Var,71.0,68.0,4377,1806,1590,1461,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,73.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 6,119
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Black Edition,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Var,76.0,68.0,4377,1806,1590,1461,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,71.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 6,119
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Platinum Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Var,76.0,68.0,4377,1806,1590,1461,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,71.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 6,119
Nissan Qashqai 1.6 dCi 130 BG X-Tronic Black Edition Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,2015,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,69.0,130,320,183,11.1,Onden Cekisli,Yok,76.0,68.0,4377,1806,1590,1461,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,71.0,63.0,3.661,4.91,5.30,4.20,55,,,,EURO 5,119
Nissan Qashqai 1.6 dCi 130 PS 4WD Tekna (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Var,72.0,69.0,4394,1806,1595,1527,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,88.0,6,5,88.0,92.0,3.661,5.27,5.70,4.50,65,,,,EURO 6,129
Nissan Qashqai 1.6 dCi 130 BG Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Var,67.0,68.0,4377,1806,1590,1419,401,1569,215/65 R16,16,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,87.0,6,5,90.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 6,115
Nissan Qashqai 1.6 dCi 130 BG Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Var,70.0,68.0,4377,1806,1590,1419,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,89.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 6,115
Nissan Qashqai 1.6 dCi 130 BG Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Var,70.0,68.0,4377,1806,1590,1419,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,89.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 6,115
Nissan Qashqai 1.6 dCi 130 BG Black Edition,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Var,75.0,68.0,4377,1806,1590,1419,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,87.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 6,115
Nissan Qashqai 1.6 dCi 130 BG Platinum Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Var,75.0,68.0,4377,1806,1590,1419,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,87.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 6,115
Nissan Qashqai 1.6 dCi 130 BG Sky Pack All Mode (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2015, 2016",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Var,72.0,68.0,4377,1806,1595,1518,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,88.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 6,129
Nissan Qashqai 1.6 dCi 130 BG Black Edition Premium Pack All Mode (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,"2015, 2016",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Var,77.0,68.0,4377,1806,1595,1518,401,1569,225/45 R19,19,45%,225,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,86.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 6,129
Nissan Qashqai 1.6 dCi 130 BG Platinum Premium Pack All Mode (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2015, 2016",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Var,77.0,68.0,4377,1806,1595,1518,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,86.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 6,129
Nissan Qashqai 1.6 dCi 130 BG Black Edition Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,2015,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Yok,75.0,68.0,4377,1806,1590,1419,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,87.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 5,115
Nissan Qashqai 1.6 dCi 130 BG Sky Pack (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,2014,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Yok,72.0,68.0,4377,1806,1595,1518,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,88.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 5,129
Nissan Qashqai 1.6 dCi 130 BG Black Edition Premium Pack (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,2014,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Yok,77.0,68.0,4377,1806,1590,1518,401,1569,225/45 R19,19,45%,225,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,86.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 5,129
Nissan Qashqai 1.6 dCi 130 BG Platinum,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum,2014,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,9.9,Onden Cekisli,Yok,75.0,68.0,4377,1806,1590,1419,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,87.0,92.0,3.661,4.71,5.20,3.90,55,,,,EURO 5,115
Nissan Qashqai 1.6 dCi 130 BG Platinum Premium Pack (4x4),SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,2014,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,71.0,130,320,190,10.5,4x4 Cekisli,Yok,77.0,68.0,4377,1806,1590,1518,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,86.0,92.0,3.661,5.22,5.60,4.50,65,,,,EURO 5,129
Nissan Qashqai 1.2 115 BG X-Tronic Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Var,65.0,68.0,4377,1806,1590,1332,401,1569,215/65 R16,16,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,86.0,6,5,75.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG X-Tronic Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Var,68.0,68.0,4377,1806,1590,1332,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,74.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG X-Tronic Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Var,68.0,68.0,4377,1806,1590,1332,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,74.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG X-Tronic Black Edition,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Var,74.0,68.0,4377,1806,1590,1332,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG X-Tronic Platinum Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Var,74.0,68.0,4377,1806,1590,1332,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG X-Tronic Black Edition Premium Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition Premium Pack,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Yok,74.0,68.0,4377,1806,1590,1332,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 5,129
Nissan Qashqai 1.2 115 BG Turbo X-Tronic Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Yok,65.0,68.0,4377,1806,1590,1332,401,1569,215/65 R16,16,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,86.0,6,5,75.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 5,129
Nissan Qashqai 1.2 115 BG Turbo X-Tronic Black Edition,SUV,SUV,C,Nissan,Qashqai,Qashqai,Black Edition,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Yok,74.0,68.0,4377,1806,1590,1332,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 5,129
Nissan Qashqai 1.2 115 BG Turbo X-Tronic Platinum,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,165,173,12.9,Onden Cekisli,Yok,74.0,68.0,4377,1806,1590,1332,401,1569,225/45 R19,19,45%,225,5,Halojen,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 5,129
Nissan Qashqai 1.2 DIG-T 115 PS X-Tronic Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1343,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,74.0,66.0,1.882,6.05,6.50,5.20,55,,,,EURO 6,129
Nissan Qashqai 1.2 DIG-T 115 PS X-Tronic Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1343,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,74.0,66.0,1.882,6.05,6.50,5.20,55,,,,EURO 6,129
