AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Diğer Özellikler,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (Elektrikli) - Menzil (WLTP-Şehir İçi),MOTOR (Elektrikli) - Motor Gücü,MOTOR (Elektrikli) - Ortalama Tüketim (Elk.),MOTOR (Elektrikli) - Şarj Süresi,MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon (WLTP),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km/WLTP),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1438 kg,10.51 mt.,2062 mm,4374 mm,1470 mm,,1339 lt,422 lt,,2022 Opel Astra HB 1.5 130 HP AT8 Edition,,2022 Opel Astra HB 1.5 130 HP AT8 Edition Test Sürüşü Talep Sayfası,2022 Opel Astra HB 1.5 130 HP AT8 Edition Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1498 cc,Common Rail Direkt Enjeksiyon,10.6 saniye,209 km/s,300 nm,130 BG,Almanya > Hollanda,Hatchback,Binek,Edition,,Hatchback,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Astra,Dizel,https://www.epey.com/araba/2022-opel-astra-hb-1-5-130-hp-at8-edition.html,,,,,,,122 g/km,,4.6 lt,,52 lt,Euro 6d,4.0 lt,5.5 lt,4 yıldız,2022 Opel Astra HB 1.5 130 HP AT8 Edition NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,
1165 kg,,1765 mm,4060 mm,1433 mm,,1081 lt,309 lt,,2022 Opel Corsa 1.2 100 HP Otomatik Edition,,2022 Opel Corsa 1.2 100 HP Otomatik Edition Test Sürüşü Talep Sayfası,2022 Opel Corsa 1.2 100 HP Otomatik Edition Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.8 saniye,192 km/s,205 nm,100 BG,Almanya,,Binek,Edition,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Corsa,Benzin,https://www.epey.com/araba/2022-opel-corsa-1-2-100-hp-otomatik-edition.html,,,,,,,99 g/km,,4.3 lt,,44 lt,,3.9 lt,5.1 lt,4 yıldız,2022 Opel Corsa 1.2 100 HP Otomatik Edition NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,
1165 kg,,1765 mm,4060 mm,1433 mm,,1081 lt,309 lt,,2022 Opel Corsa 1.2 100 HP Otomatik Elegance,,2022 Opel Corsa 1.2 100 HP Otomatik Elegance Test Sürüşü Talep Sayfası,2022 Opel Corsa 1.2 100 HP Otomatik Elegance Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.8 saniye,192 km/s,205 nm,100 BG,Almanya,,Binek,Elegance,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Corsa,Benzin,https://www.epey.com/araba/2022-opel-corsa-1-2-100-hp-otomatik-elegance.html,,,,,,,99 g/km,,4.3 lt,,44 lt,,3.9 lt,5.1 lt,4 yıldız,2022 Opel Corsa 1.2 100 HP Otomatik Elegance NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,
1233 kg,,1765 mm,4060 mm,1433 mm,,1081 lt,309 lt,,2022 Opel Corsa 1.2 130 HP Otomatik Ultimate,,2022 Opel Corsa 1.2 130 HP Otomatik Ultimate Test Sürüşü Talep Sayfası,2022 Opel Corsa 1.2 130 HP Otomatik Ultimate Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,8.7 saniye,208 km/s,230 nm,130 BG,Almanya,,Binek,Ultimate,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Corsa,Benzin,https://www.epey.com/araba/2022-opel-corsa-1-2-130-hp-otomatik-ultimate.html,,,,,,,103 g/km,,4.5 lt,,44 lt,,4.0 lt,5.4 lt,4 yıldız,2022 Opel Corsa 1.2 130 HP Otomatik Ultimate NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,
1055 kg,,1765 mm,4060 mm,1433 mm,,1081 lt,309 lt,,2022 Opel Corsa 1.2 75 HP Elegance,,,2022 Opel Corsa 1.2 75 HP Elegance Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,1199 cc,Direkt Enjeksiyon,13.2 saniye,174 km/s,113 nm,75 BG,Almanya,,Binek,Elegance,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Corsa,Benzin,https://www.epey.com/araba/2022-opel-corsa-1-2-75-hp-elegance.html,,,,,,,93 g/km,,4.1 lt,,40 lt,,3.6 lt,4.8 lt,4 yıldız,2022 Opel Corsa 1.2 75 HP Elegance NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1192 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.2 100 HP Active (4x2),,2022 Peugeot 2008 1.2 100 HP Active (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.2 100 HP Active (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.9 saniye,188 km/s,205 nm,100 BG,Fransa,,Binek,Active,,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,2008,Benzin,https://www.epey.com/araba/2022-peugeot-2008-1-2-100-hp-active-4x2.html,,,,,,,105 g/km,,4.6 lt,,44 lt,,4.0 lt,5.5 lt,4 yıldız,2022 Peugeot 2008 1.2 100 HP Active (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1205 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.2 130 HP EAT8 Active (4x2),,2022 Peugeot 2008 1.2 130 HP EAT8 Active (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.2 130 HP EAT8 Active (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,9.1 saniye,198 km/s,230 nm,130 BG,Fransa,,Binek,Active,,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,2008,Benzin,https://www.epey.com/araba/2022-peugeot-2008-1-2-130-hp-eat8-active-4x2.html,,,,,,,109 g/km,,4.8 lt,,44 lt,,4.2 lt,5.8 lt,4 yıldız,2022 Peugeot 2008 1.2 130 HP EAT8 Active (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1205 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.2 130 HP EAT8 Allure (4x2),,2022 Peugeot 2008 1.2 130 HP EAT8 Allure (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.2 130 HP EAT8 Allure (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,9.1 saniye,198 km/s,230 nm,130 BG,Fransa,,Binek,Allure,,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,2008,Benzin,https://www.epey.com/araba/2022-peugeot-2008-1-2-130-hp-eat8-allure-4x2.html,,,,,,,109 g/km,,4.8 lt,,44 lt,,4.2 lt,5.8 lt,4 yıldız,2022 Peugeot 2008 1.2 130 HP EAT8 Allure (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1205 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.2 130 HP EAT8 GT (4x2),,2022 Peugeot 2008 1.2 130 HP EAT8 GT (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.2 130 HP EAT8 GT (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,9.1 saniye,198 km/s,230 nm,130 BG,Fransa,,Binek,GT,,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,2008,Benzin,https://www.epey.com/araba/2022-peugeot-2008-1-2-130-hp-eat8-gt-4x2.html,,,,,,,109 g/km,,4.8 lt,,44 lt,,4.2 lt,5.8 lt,4 yıldız,2022 Peugeot 2008 1.2 130 HP EAT8 GT (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1205 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.5 BlueHDi 110 HP Active (4x2),,2022 Peugeot 2008 1.5 BlueHDi 110 HP Active (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.5 BlueHDi 110 HP Active (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,9.5 saniye,180 km/s,250 nm,110 BG,Fransa,,Binek,Active,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,2008,Dizel,https://www.epey.com/araba/2022-peugeot-2008-1-5-bluehdi-110-hp-active-4x2.html,,,,,,,98 g/km,,3.7 lt,,41 lt,,3.3 lt,4.4 lt,4 yıldız,2022 Peugeot 2008 1.5 BlueHDi 110 HP Active (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1303 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Active (4x2),,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Active (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Active (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,9.3 saniye,195 km/s,300 nm,130 BG,Fransa,,Binek,Active,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,2008,Dizel,https://www.epey.com/araba/2022-peugeot-2008-1-5-bluehdi-130-hp-eat8-active-4x2.html,,,,,,,100 g/km,,3.8 lt,,41 lt,,3.5 lt,4.2 lt,4 yıldız,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Active (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1303 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Allure (4x2),,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,9.3 saniye,195 km/s,300 nm,130 BG,Fransa,,Binek,Allure,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,2008,Dizel,https://www.epey.com/araba/2022-peugeot-2008-1-5-bluehdi-130-hp-eat8-allure-4x2.html,,,,,,,100 g/km,,3.8 lt,,41 lt,,3.5 lt,4.2 lt,4 yıldız,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1303 kg,10.40 mt.,1815 mm,4300 mm,1530 mm,,,434 lt,,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 GT (4x2),,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 GT (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 GT (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,9.3 saniye,195 km/s,300 nm,130 BG,Fransa,,Binek,GT,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,2008,Dizel,https://www.epey.com/araba/2022-peugeot-2008-1-5-bluehdi-130-hp-eat8-gt-4x2.html,,,,,,,100 g/km,,3.8 lt,,41 lt,,3.5 lt,4.2 lt,4 yıldız,2022 Peugeot 2008 1.5 BlueHDi 130 HP EAT8 GT (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1090 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Selection,,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Selection Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Selection Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.8 saniye,188 km/s,205 nm,100 BG,Fransa,,Binek,Prime Selection,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-100-hp-eat8-prime-selection.html,,,,,,,99 g/km,,4.3 lt,,44 lt,,3.9 lt,5.1 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Selection NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1090 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime,,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.8 saniye,188 km/s,205 nm,100 BG,Fransa,,Binek,Prime,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-100-hp-eat8-prime.html,,,,,,,99 g/km,,4.3 lt,,44 lt,,3.9 lt,5.1 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 100 HP EAT8 Prime NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1158 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 Allure Selection,,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 Allure Selection Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 Allure Selection Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,8.7 saniye,208 km/s,230 nm,130 BG,Fransa,,Binek,Allure Selection,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-130-hp-eat8-allure-selection.html,,,,,,,103 g/km,,4.5 lt,,44 lt,,4.0 lt,5.4 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 Allure Selection NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1158 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 GT,,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 GT Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 GT Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,8.7 saniye,208 km/s,230 nm,130 BG,Fransa,,Binek,GT,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-130-hp-eat8-gt.html,,,,,,,103 g/km,,4.5 lt,,44 lt,,4.0 lt,5.4 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 130 HP EAT8 GT NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
980 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 75 HP Active,,2022 Peugeot 208 1.2 Puretech 75 HP Active Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 75 HP Active Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,1199 cc,Direkt Enjeksiyon,13.2 saniye,164 km/s,118 nm,75 BG,Fransa,,Binek,Active,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-75-hp-active.html,,,,,,,94 g/km,,4.1 lt,,44 lt,,3.7 lt,4.8 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 75 HP Active NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
980 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.2 Puretech 75 HP Prime,,2022 Peugeot 208 1.2 Puretech 75 HP Prime Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.2 Puretech 75 HP Prime Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,1199 cc,Direkt Enjeksiyon,13.2 saniye,164 km/s,118 nm,75 BG,Fransa,,Binek,Prime,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,208,Benzin,https://www.epey.com/araba/2022-peugeot-208-1-2-puretech-75-hp-prime.html,,,,,,,94 g/km,,4.1 lt,,44 lt,,3.7 lt,4.8 lt,4 yıldız,2022 Peugeot 208 1.2 Puretech 75 HP Prime NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1173 kg,10.40 mt.,1745 mm,4055 mm,1430 mm,,,311 lt,,2022 Peugeot 208 1.5 BlueHDi 130 HP EAT8 Active,,2022 Peugeot 208 1.5 BlueHDi 130 HP EAT8 Active Test Sürüşü Talep Sayfası,2022 Peugeot 208 1.5 BlueHDi 130 HP EAT8 Active Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,8.9 saniye,207 km/s,300 nm,130 BG,Fransa,,Binek,Active,,Hatchback,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,208,Dizel,https://www.epey.com/araba/2022-peugeot-208-1-5-bluehdi-130-hp-eat8-active.html,,,,,,,99 g/km,,3.7 lt,,41 lt,,3.4 lt,4.3 lt,4 yıldız,2022 Peugeot 208 1.5 BlueHDi 130 HP EAT8 Active NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1320 kg,,1841 mm,4447 mm,1624 mm,,1482 lt,520 lt,,2022 Peugeot 3008 1.2 130 HP EAT8 Active Prime (4x2),,2022 Peugeot 3008 1.2 130 HP EAT8 Active Prime (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 3008 1.2 130 HP EAT8 Active Prime (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık",Peugeot Assistance 0212 292 2626,Var,,,,,,,,,,,,Turbo,PureTech (Yakıt Tasarrufu),3,1199 cc,Çok Noktadan Enjeksiyon,9.7 saniye,188 km/s,230 nm,130 BG,Fransa,,Binek,Active Prime,,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,3008,Benzin,https://www.epey.com/araba/2022-peugeot-3008-1-2-130-hp-eat8-active-prime-4x2.html,,,,,,,122 g/km,,5.4 lt,,53 lt,Euro 6,4.9 lt,6.1 lt,5 yıldız,2022 Peugeot 3008 1.2 130 HP EAT8 Active Prime (4x2) NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1429 kg,,1841 mm,4447 mm,1624 mm,,1482 lt,520 lt,,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime (4x2),,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık",Peugeot Assistance 0212 292 2626,Var,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,11.5 saniye,189 km/s,300 nm,130 BG,Fransa,,Binek,Active Prime,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,3008,Dizel,https://www.epey.com/araba/2022-peugeot-3008-1-5-bluehdi-130-hp-eat8-active-prime-4x2.html,,,,,,,104 g/km,,4.0 lt,,53 lt,Euro 6,3.7 lt,4.4 lt,5 yıldız,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime (4x2) NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
1429 kg,,1841 mm,4447 mm,1624 mm,,1482 lt,520 lt,,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure (4x2),,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) Test Sürüşü Talep Sayfası,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık",Peugeot Assistance 0212 292 2626,Var,,,,,,,,,,,,Turbo,,4,1499 cc,Common Rail Direkt Enjeksiyon,11.5 saniye,189 km/s,300 nm,130 BG,Fransa,,Binek,Allure,,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,3008,Dizel,https://www.epey.com/araba/2022-peugeot-3008-1-5-bluehdi-130-hp-eat8-allure-4x2.html,,,,,,,104 g/km,,4.0 lt,,53 lt,Euro 6,3.7 lt,4.4 lt,5 yıldız,2022 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure (4x2) NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,EAT8 (Otomatik)
