AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Yerden Yükseklik (Azami),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1295 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP DCT Lounge Plus,2019 Fiat Egea 1.6 Multijet 120 HP DCT Lounge Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP DCT Lounge Plus Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Lounge Plus,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-dct-lounge-plus.html,,,,,,102 g/km,3.9 lt,45 lt,Euro 5,3.5 lt,4.5 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP DCT Lounge Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1295 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP DCT Mirror,2019 Fiat Egea 1.6 Multijet 120 HP DCT Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP DCT Mirror Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Mirror,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-dct-mirror.html,,,,,,102 g/km,3.9 lt,45 lt,Euro 5,3.5 lt,4.5 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP DCT Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1295 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP DCT Urban Plus,2019 Fiat Egea 1.6 Multijet 120 HP DCT Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP DCT Urban Plus Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Urban Plus,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-dct-urban-plus.html,,,,,,102 g/km,3.9 lt,45 lt,Euro 5,3.5 lt,4.5 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP DCT Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1270 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP Lounge Plus,2019 Fiat Egea 1.6 Multijet 120 HP Lounge Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP Lounge Plus Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Lounge Plus,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-lounge-plus.html,,,,,,110 g/km,4.2 lt,45 lt,Euro 5,3.6 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP Lounge Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1270 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP Mirror,2019 Fiat Egea 1.6 Multijet 120 HP Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP Mirror Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Mirror,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-mirror.html,,,,,,110 g/km,4.2 lt,45 lt,Euro 5,3.6 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1270 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2019 Fiat Egea 1.6 Multijet 120 HP Urban Plus,2019 Fiat Egea 1.6 Multijet 120 HP Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea 1.6 Multijet 120 HP Urban Plus Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,Turbo,Multijet II (Geliştirilmiş Çoklu Enjeksiyon),4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,200 km/s,320 nm,120 BG,İtalya,Sedan,Binek,Urban Plus,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-1-6-multijet-120-hp-urban-plus.html,,,,,,110 g/km,4.2 lt,45 lt,Euro 5,3.6 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea 1.6 Multijet 120 HP Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.3 Mjet 95 HP Mirror,2019 Fiat Egea HB 1.3 Mjet 95 HP Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.3 Mjet 95 HP Mirror Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,11.7 saniye,180 km/s,200 nm,95 BG,İtalya,Hatchback,Binek,Mirror,,Hatchback,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-3-mjet-95-hp-mirror.html,,,,,,108 g/km,4.1 lt,50 lt,Euro 6,3.5 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea HB 1.3 Mjet 95 HP Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.3 Mjet 95 HP Street,2019 Fiat Egea HB 1.3 Mjet 95 HP Street Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.3 Mjet 95 HP Street Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,11.7 saniye,180 km/s,200 nm,95 BG,İtalya,Hatchback,Binek,Street,,Hatchback,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-3-mjet-95-hp-street.html,,,,,,108 g/km,4.1 lt,50 lt,Euro 6,3.5 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea HB 1.3 Mjet 95 HP Street NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.3 Mjet 95 HP Urban Plus,2019 Fiat Egea HB 1.3 Mjet 95 HP Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.3 Mjet 95 HP Urban Plus Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,11.7 saniye,180 km/s,200 nm,95 BG,İtalya,Hatchback,Binek,Urban Plus,,Hatchback,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-3-mjet-95-hp-urban-plus.html,,,,,,108 g/km,4.1 lt,50 lt,Euro 6,3.5 lt,5.2 lt,,,3 yıldız,2019 Fiat Egea HB 1.3 Mjet 95 HP Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1270 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.4 Fire 95 HP Mirror,2019 Fiat Egea HB 1.4 Fire 95 HP Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.4 Fire 95 HP Mirror Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,12.1 saniye,185 km/s,127 nm,95 BG,İtalya,Hatchback,Binek,Mirror,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-4-fire-95-hp-mirror.html,,,,,,132 g/km,5.7 lt,50 lt,Euro 6,4.5 lt,7.7 lt,,,3 yıldız,2019 Fiat Egea HB 1.4 Fire 95 HP Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1270 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.4 Fire 95 HP Street,2019 Fiat Egea HB 1.4 Fire 95 HP Street Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.4 Fire 95 HP Street Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,12.1 saniye,185 km/s,127 nm,95 BG,İtalya,Hatchback,Binek,Street,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-4-fire-95-hp-street.html,,,,,,132 g/km,5.7 lt,50 lt,Euro 6,4.5 lt,7.7 lt,,,3 yıldız,2019 Fiat Egea HB 1.4 Fire 95 HP Street NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1270 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.4 Fire 95 HP Urban Plus,2019 Fiat Egea HB 1.4 Fire 95 HP Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.4 Fire 95 HP Urban Plus Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,12.1 saniye,185 km/s,127 nm,95 BG,İtalya,Hatchback,Binek,Urban Plus,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-4-fire-95-hp-urban-plus.html,,,,,,132 g/km,5.7 lt,50 lt,Euro 6,4.5 lt,7.7 lt,,,3 yıldız,2019 Fiat Egea HB 1.4 Fire 95 HP Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Mirror,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Mirror Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1598 cc,Çok Noktadan Enjeksiyon,11.2 saniye,192 km/s,152 nm,110 BG,İtalya,Hatchback,Binek,Mirror,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-e-torq-110-hp-otomatik-mirror.html,,,,,,146 g/km,6.3 lt,50 lt,Euro 6,5.0 lt,8.5 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik S-Design,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik S-Design Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik S-Design Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1598 cc,Çok Noktadan Enjeksiyon,11.2 saniye,192 km/s,152 nm,110 BG,İtalya,Hatchback,Binek,S-Design,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-e-torq-110-hp-otomatik-s-design.html,,,,,,146 g/km,6.3 lt,50 lt,Euro 6,5.0 lt,8.5 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik S-Design NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Sport,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Sport Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Sport Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1598 cc,Çok Noktadan Enjeksiyon,11.2 saniye,192 km/s,152 nm,110 BG,İtalya,Hatchback,Binek,Sport,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-e-torq-110-hp-otomatik-sport.html,,,,,,146 g/km,6.3 lt,50 lt,Euro 6,5.0 lt,8.5 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Sport NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Street,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Street Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Street Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1598 cc,Çok Noktadan Enjeksiyon,11.2 saniye,192 km/s,152 nm,110 BG,İtalya,Hatchback,Binek,Street,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-e-torq-110-hp-otomatik-street.html,,,,,,146 g/km,6.3 lt,50 lt,Euro 6,5.0 lt,8.5 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Street NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,
1205 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Urban Plus,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Urban Plus Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Atmosferik,,4,1598 cc,Çok Noktadan Enjeksiyon,11.2 saniye,192 km/s,152 nm,110 BG,İtalya,Hatchback,Binek,Urban Plus,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-e-torq-110-hp-otomatik-urban-plus.html,,,,,,146 g/km,6.3 lt,50 lt,Euro 6,5.0 lt,8.5 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,
1320 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Mirror,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Mirror Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Mirror Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,200 km/s,320 nm,120 BG,İtalya,Hatchback,Binek,Mirror,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-mjet-120-hp-dct-mirror.html,,,,,,100 g/km,3.8 lt,50 lt,Euro 6,3.4 lt,4.4 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Mirror NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1320 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT S-Design,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT S-Design Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT S-Design Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,200 km/s,320 nm,120 BG,İtalya,Hatchback,Binek,S-Design,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-mjet-120-hp-dct-s-design.html,,,,,,100 g/km,3.8 lt,50 lt,Euro 6,3.4 lt,4.4 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT S-Design NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1320 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Sport,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Sport Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Sport Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,200 km/s,320 nm,120 BG,İtalya,Hatchback,Binek,Sport,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-mjet-120-hp-dct-sport.html,,,,,,100 g/km,3.8 lt,50 lt,Euro 6,3.4 lt,4.4 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Sport NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1320 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Street,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Street Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Street Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,200 km/s,320 nm,120 BG,İtalya,Hatchback,Binek,Street,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-mjet-120-hp-dct-street.html,,,,,,100 g/km,3.8 lt,50 lt,Euro 6,3.4 lt,4.4 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Street NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
1320 kg,10.90 mt.,1792 mm,4368 mm,1495 mm,,380 lt,,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Urban Plus,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Urban Plus Test Sürüşü Talep Sayfası,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Urban Plus Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Fiat Acil Servis 444 2255,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,200 km/s,320 nm,120 BG,İtalya,Hatchback,Binek,Urban Plus,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2019-fiat-egea-hb-1-6-mjet-120-hp-dct-urban-plus.html,,,,,,100 g/km,3.8 lt,50 lt,Euro 6,3.4 lt,4.4 lt,,,3 yıldız,2019 Fiat Egea HB 1.6 Mjet 120 HP DCT Urban Plus NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,DCT (Yarı Otm.)
